2	18369906	1340498006
3	18369906	891502532
4	18369906	473484420
5	18369906	1281519241
6	18369906	753665053
7	18369906	387494669
8	18369906	1245193710
9	18369906	1270827212
11	18369906	1255957230
12	18369906	79194747
13	18369906	1223303042
14	18369906	1200110646
15	18369906	349754248
16	18369906	157421978
17	18369906	1064246630
18	18369906	35636837
19	18369906	49884629
20	18369906	165646972
21	18369906	275394870
22	18369906	175816016
23	18369906	1031592356
24	18369906	527955685
25	18369906	459977429
26	18369906	451700722
27	18369906	186926660
29	18369906	574300887
30	18369906	607461839
31	18369906	522641325
32	18369906	937796484
33	18369906	341306228
34	18369906	22461247
36	18369906	538638101
37	18369906	346409740
39	18369906	806029555
40	18369906	799295036
41	18369906	41008520
43	18369906	467521725
45	18369906	300056424
46	18369906	36182333
47	18369906	629729090
48	18369906	429399951
49	18369906	618303306
50	18369906	619607596
51	18369906	313708003
52	18369906	211594787
53	18369906	606885126
54	18369906	604076840
55	18369906	604863753
56	18369906	219368718
57	18369906	600614512
58	18369906	581444990
59	18369906	415264101
60	18369906	598099668
61	18369906	591215689
62	18369906	590522332
63	18369906	106321034
64	18369906	190875169
65	18369906	584452335
66	18369906	400874304
67	18369906	37070803
68	18369906	364120879
70	18369906	377672714
71	18369906	339380555
72	18369906	188196885
73	18369906	482621793
74	18369906	380098589
75	18369906	253869626
76	18369906	299402418
77	18369906	270614496
78	18369906	559853818
79	18369906	528935440
80	18369906	375942818
81	18369906	282709666
82	18369906	314819304
83	18369906	342430492
84	18369906	489032983
85	18369906	440506514
86	18369906	410938822
87	18369906	429633791
88	18369906	263193243
89	18369906	403193306
91	18369906	352885788
92	18369906	253317714
93	18369906	161042031
94	18369906	285967947
95	18369906	434550478
96	18369906	213925484
97	18369906	310639299
98	18369906	448636857
99	18369906	380750686
100	18369906	313640540
101	18369906	230291664
103	18369906	268669324
104	18369906	472602538
105	18369906	283855216
106	18369906	236036629
107	18369906	190882075
108	18369906	41525445
109	18369906	528998293
110	18369906	402809774
111	18369906	407417112
112	18369906	466471897
113	18369906	491007979
114	18369906	499837625
115	18369906	320574990
116	18369906	255871103
117	18369906	46053440
118	18369906	317928262
119	18369906	457107281
120	18369906	374768224
121	18369906	253831230
122	18369906	495528859
123	18369906	313111306
124	18369906	414559876
125	18369906	392444106
126	18369906	346160869
127	18369906	18942463
128	18369906	81691702
129	18369906	45980179
130	18369906	15595535
131	18369906	15907461
132	18369906	961203510
134	18369906	1367954948
136	18369906	1355743092
137	18369906	592789174
138	18369906	795224155
139	18369906	457764872
140	1367954948	1377074941
141	1367954948	328546617
142	1367954948	961203510
143	1367954948	757089990
144	1367954948	1366292510
145	18369906	1260778999
146	18369906	1370737244
148	18369906	1429392596
149	18369906	314375050
150	18369906	1412163308
151	18369906	451207469
152	985011199	271283498
153	985011199	125131208
154	985011199	961203510
155	985011199	626632349
156	18369906	1484188242
157	18369906	1406801910
158	123298196	1382017704
159	123298196	233579998
160	123298196	357204191
161	123298196	189944498
162	123298196	18138191
163	123298196	1289248603
164	123298196	177916328
165	123298196	1270070414
166	123298196	133408131
167	123298196	182512564
168	123298196	1117147561
169	123298196	283511344
170	123298196	177803710
171	123298196	23307460
172	123298196	915122094
173	123298196	912784356
174	123298196	55066860
175	123298196	151864677
176	123298196	858708026
177	123298196	846056989
178	123298196	167318905
179	123298196	780241004
180	123298196	140886159
181	123298196	208204140
182	123298196	579861067
183	123298196	255286995
184	123298196	279245039
185	123298196	426605486
186	123298196	14113059
187	123298196	392911130
188	123298196	363917639
189	123298196	7515582
190	123298196	270991070
191	123298196	15712592
192	123298196	338658244
193	123298196	281150898
194	123298196	154210552
195	123298196	288083118
196	123298196	8530202
197	123298196	231132093
198	123298196	71346770
199	123298196	100548523
200	123298196	53460666
201	123298196	190643337
202	123298196	156634008
203	123298196	155042522
204	123298196	154249975
205	123298196	151521404
206	123298196	119922716
207	18369906	1489359000
0	961203510	1367954948
0	961203510	18369906
